,,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Wayward Futa,Challenger,Chia Pets,As Seen on TV!,Solar,53.0,147,11,0.451,0.364,4,7,3517,1910,1607,8,6,12,21,38.1%,346.2,188.0,158.2,0.79,0.59,1.18,2.07,319.7,173.6,146.1,0.73,0.55,1.09,1.91,22,25,2.17,2.46,2.00,2.27
,,,Draxz.,Challenger,Baba Yaga,The Forest,Lunar,52.9,690,47,0.460,0.468,22,25,17053,9150,7903,40,13,65,125,32.0%,357.7,191.9,165.8,0.84,0.27,1.36,2.62,362.8,194.7,168.1,0.85,0.28,1.38,2.66,101,112,2.12,2.35,2.15,2.38
,,,Mattyice,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Solar,51.1,515,36,0.500,0.500,18,18,12399,7510,4889,40,13,39,91,44.0%,348.4,211.0,137.4,1.12,0.37,1.10,2.56,344.4,208.6,135.8,1.11,0.36,1.08,2.53,89,89,2.50,2.50,2.47,2.47
,,,Wannabuybubbles,Challenger,Tutshill Tornados,Quidditch League,Solar,51.0,539,37,0.631,0.595,22,15,11995,6420,5575,28,26,29,87,32.2%,322.1,172.4,149.7,0.75,0.70,0.78,2.34,324.2,173.5,150.7,0.76,0.70,0.78,2.35,113,81,3.03,2.17,3.05,2.19
,,,Agamecp,Challenger,Delay,Rock FX,Lunar,50.7,769,55,0.580,0.564,31,24,17958,9430,8528,39,29,58,118,33.1%,338.0,177.5,160.5,0.73,0.55,1.09,2.22,326.5,171.5,155.1,0.71,0.53,1.05,2.15,132,107,2.48,2.01,2.40,1.95
,,,Croptopolis,Challenger,Penne Patrol,Italian Battalion,Lunar,50.7,787,53,0.743,0.811,43,10,16938,10310,6628,43,42,52,131,32.8%,311.5,189.6,121.9,0.79,0.77,0.96,2.41,319.6,194.5,125.1,0.81,0.79,0.98,2.47,170,86,3.13,1.58,3.21,1.62
,,,Shyguy,Challenger,"Steel
Visible Light","Metal
The Wavelengths",Solar,50.5,531,37,0.660,0.703,26,11,11728,6780,4948,29,25,35,88,33.0%,319.6,184.8,134.9,0.79,0.68,0.95,2.40,317.0,183.2,133.7,0.78,0.68,0.95,2.38,100,65,2.73,1.77,2.70,1.76
,,,Jeoka,Challenger,Panda Bears,The Bear Den,Lunar,50.2,790,54,0.564,0.611,33,21,17829,10370,7459,40,33,69,127,31.5%,326.6,190.0,136.6,0.73,0.60,1.26,2.33,330.2,192.0,138.1,0.74,0.61,1.28,2.35,130,110,2.38,2.02,2.41,2.04
,,,Cs O Gunkiller,Challenger,"Baba Yaga
Narwhals","The Forest
Sub Zero",Lunar,50.2,185,13,0.656,0.615,8,5,3670,2310,1360,8,11,12,36,22.2%,287.1,180.7,106.4,0.63,0.86,0.94,2.82,282.3,177.7,104.6,0.62,0.85,0.92,2.77,39,26,3.05,2.03,3.00,2.00
,,,Griffin5484,Challenger,Destroyah,Kaiju,Solar,50.1,873,60,0.475,0.517,31,29,19906,11340,8566,50,32,65,149,33.6%,330.0,188.0,142.0,0.83,0.53,1.08,2.47,331.8,189.0,142.8,0.83,0.53,1.08,2.48,135,144,2.24,2.39,2.25,2.40
,,,Yourdoomed181,Challenger,Tutshill Tornados,Quidditch League,Solar,50.0,630,43,0.555,0.512,22,21,14543,8300,6243,29,24,65,95,30.5%,334.1,190.7,143.4,0.67,0.55,1.49,2.18,338.2,193.0,145.2,0.67,0.56,1.51,2.21,114,99,2.62,2.27,2.65,2.30
,,,Superduperbam,Challenger,Thunderbirds,Warbirds,Lunar,50.0,831,54,0.697,0.759,41,13,18592,10610,7982,49,35,51,141,34.8%,323.8,184.8,139.0,0.85,0.61,0.89,2.46,344.3,196.5,147.8,0.91,0.65,0.94,2.61,153,88,2.66,1.53,2.83,1.63
,,,Consciousprophit,Challenger,"Arctic Foxes
Tutshill Tornados
Spartans","Polar Vortex
Quidditch League
The Sovereign",Lunar,49.8,452,33,0.443,0.364,12,21,10125,5640,4485,27,18,25,79,34.2%,324.2,180.6,143.6,0.86,0.58,0.80,2.53,306.8,170.9,135.9,0.82,0.55,0.76,2.39,70,81,2.24,2.59,2.12,2.45
,,,Thatepictragedy,Challenger,The Flood,The Monster Mash,Lunar,49.8,742,52,0.424,0.500,26,26,16866,9410,7456,35,28,66,121,28.9%,329.0,183.5,145.4,0.68,0.55,1.29,2.36,324.3,181.0,143.4,0.67,0.54,1.27,2.33,111,135,2.16,2.63,2.13,2.60
,,,Blizzyy,Challenger,Thunderbirds,Warbirds,Lunar,49.7,697,47,0.704,0.723,34,13,14747,8350,6397,35,30,39,140,25.0%,306.2,173.4,132.8,0.73,0.62,0.81,2.91,313.8,177.7,136.1,0.74,0.64,0.83,2.98,128,72,2.66,1.49,2.72,1.53
,,,Leesa-Chan,Challenger,Arctic Foxes,Polar Vortex,Lunar,49.5,487,36,0.362,0.278,10,26,11341,6170,5171,24,16,44,77,31.2%,337.0,183.4,153.7,0.71,0.48,1.31,2.29,315.0,171.4,143.6,0.67,0.44,1.22,2.14,70,100,2.08,2.97,1.94,2.78
,,,Lone-Le,Challenger,Kraits,The Serpents,Lunar,49.2,650,44,0.372,0.364,16,28,15138,8180,6958,31,19,61,108,28.7%,337.0,182.1,154.9,0.69,0.42,1.36,2.40,344.0,185.9,158.1,0.70,0.43,1.39,2.45,84,118,1.87,2.63,1.91,2.68
,,,Blood12Aven,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Solar,47.4,804,54,0.438,0.389,21,33,18064,10230,7834,45,25,61,143,31.5%,325.2,184.1,141.0,0.81,0.45,1.10,2.57,334.5,189.4,145.1,0.83,0.46,1.13,2.65,122,143,2.20,2.57,2.26,2.65
,,,Rep_Array,Challenger,Kraits,The Serpents,Lunar,47.3,612,44,0.346,0.273,12,32,13488,7380,6108,32,22,40,108,29.6%,319.0,174.5,144.4,0.76,0.52,0.95,2.55,306.5,167.7,138.8,0.73,0.50,0.91,2.45,79,119,1.87,2.81,1.80,2.70
,,,Nahzey,Challenger,Botchlings,The Bestiary,Lunar,47.3,697,51,0.520,0.471,24,27,14883,8010,6873,29,30,48,121,24.0%,309.0,166.3,142.7,0.60,0.62,1.00,2.51,291.8,157.1,134.8,0.57,0.59,0.94,2.37,118,112,2.45,2.33,2.31,2.20
,,,Aku Lmlt,Challenger,Schnauzers,Puppy Paradise,Lunar,46.7,800,55,0.475,0.400,22,33,18291,10200,8091,42,27,69,120,35.0%,330.9,184.5,146.4,0.76,0.49,1.25,2.17,332.6,185.5,147.1,0.76,0.49,1.25,2.18,122,130,2.21,2.35,2.22,2.36
,,,Aatxerl,Challenger,Thunderbirds,Warbirds,Lunar,46.0,266,17,0.595,0.647,11,6,5746,3260,2486,14,12,17,41,34.1%,312.6,177.4,135.3,0.76,0.65,0.92,2.23,338.0,191.8,146.2,0.82,0.71,1.00,2.41,51,40,2.77,2.18,3.00,2.35
,,,Xguerrax509,Challenger,"Nebulae
Destroyah
Spartans","The Cosmos
Kaiju
The Sovereign",Lunar,45.4,585,40,0.426,0.400,16,24,12539,6750,5789,21,27,49,85,24.7%,310.2,167.0,143.2,0.52,0.67,1.21,2.10,313.5,168.8,144.7,0.53,0.68,1.23,2.13,86,104,2.13,2.57,2.15,2.60
,,,Zar235,Challenger,"Visible Light
Panda Bears","The Wavelengths
The Bear Den",Solar,45.1,459,33,0.422,0.394,13,20,10445,5370,5075,25,12,30,77,32.5%,329.3,169.3,160.0,0.79,0.38,0.95,2.43,316.5,162.7,153.8,0.76,0.36,0.91,2.33,73,89,2.30,2.81,2.21,2.70
,,,Treeedreams,Challenger,Threshers,Shark Attack,Lunar,44.6,834,54,0.517,0.593,32,22,18051,10970,7081,51,30,59,142,35.9%,313.2,190.4,122.9,0.88,0.52,1.02,2.46,334.3,203.1,131.1,0.94,0.56,1.09,2.63,137,131,2.38,2.27,2.54,2.43
,,,Gambro,Challenger,"Squalls
Threshers","Storm
Shark Attack",Solar,44.5,645,42,0.478,0.500,21,21,13469,7640,5829,30,28,43,109,27.5%,302.2,171.4,130.8,0.67,0.63,0.96,2.45,320.7,181.9,138.8,0.71,0.67,1.02,2.60,106,112,2.38,2.51,2.52,2.67
,,,Keglan,Challenger,Belugas,Whale Defense,Solar,44.4,492,35,0.545,0.543,19,16,10621,5920,4701,26,20,31,77,33.8%,312.4,174.1,138.3,0.76,0.59,0.91,2.26,303.5,169.1,134.3,0.74,0.57,0.89,2.20,81,72,2.38,2.12,2.31,2.06
,,,Donkmedaddy,Challenger,Panda Bears,The Bear Den,Lunar,44.3,817,56,0.563,0.607,34,22,17840,9620,8220,29,32,79,117,24.8%,316.0,170.4,145.6,0.51,0.57,1.40,2.07,318.6,171.8,146.8,0.52,0.57,1.41,2.09,138,117,2.44,2.07,2.46,2.09
,,,Reaperodeath,Challenger,Shock,Electric Mayhem,Lunar,44.0,541,37,0.386,0.297,11,26,12356,7270,5086,32,13,51,87,36.8%,330.5,194.5,136.1,0.86,0.35,1.36,2.33,333.9,196.5,137.5,0.86,0.35,1.38,2.35,71,96,1.90,2.57,1.92,2.59
,,,Captainfeesh,Challenger,Destroyah,Kaiju,Solar,44.0,159,10,0.590,0.800,8,2,3227,1920,1307,8,6,10,32,25.0%,293.7,174.8,119.0,0.73,0.55,0.91,2.91,322.7,192.0,130.7,0.80,0.60,1.00,3.20,29,23,2.64,2.09,2.90,2.30
,,,Rpi Lone Wolf,Challenger,The Flood,The Monster Mash,Lunar,43.4,551,37,0.410,0.405,15,22,12610,7380,5230,34,16,48,78,43.6%,331.2,193.8,137.4,0.89,0.42,1.26,2.05,340.8,199.5,141.4,0.92,0.43,1.30,2.11,86,108,2.26,2.84,2.32,2.92
,,,A Hammered Hamster,Challenger,Smooth Mint,Minty Fresh,Solar,43.1,537,36,0.461,0.417,15,21,11820,6490,5330,29,14,39,94,30.9%,318.5,174.9,143.6,0.78,0.38,1.05,2.53,328.3,180.3,148.1,0.81,0.39,1.08,2.61,74,82,1.99,2.21,2.06,2.28
,,,Bacon Satisfies,Challenger,Isopods,The Abyss,Lunar,42.5,413,28,0.353,0.250,7,21,9252,4990,4262,17,12,42,59,28.8%,324.2,174.9,149.3,0.60,0.42,1.47,2.07,330.4,178.2,152.2,0.61,0.43,1.50,2.11,55,81,1.93,2.84,1.96,2.89
,,,Space,Challenger,Schnauzers,Puppy Paradise,Lunar,42.4,849,59,0.453,0.373,22,37,18644,10310,8334,49,21,57,151,32.5%,317.8,175.7,142.1,0.84,0.36,0.97,2.57,316.0,174.7,141.3,0.83,0.36,0.97,2.56,123,139,2.10,2.37,2.08,2.36
,,,Itsjustfruity,Challenger,"New World Order
Steel","Rocket Association Wrestling
Metal",Lunar,42.2,769,52,0.534,0.519,27,25,16880,9420,7460,47,19,48,137,34.3%,317.7,177.3,140.4,0.88,0.36,0.90,2.58,324.6,181.2,143.5,0.90,0.37,0.92,2.63,117,107,2.20,2.01,2.25,2.06
,,,Levibullrush,Challenger,"Chia Pets
Visible Light","As Seen on TV!
The Wavelengths",Solar,41.4,451,31,0.388,0.452,14,17,9972,5270,4702,19,11,42,72,26.4%,320.0,169.1,150.9,0.61,0.35,1.35,2.31,321.7,170.0,151.7,0.61,0.35,1.35,2.32,57,77,1.83,2.47,1.84,2.48
,,,Enric0 Palazz0,Challenger,The Flood,The Monster Mash,Lunar,41.3,612,41,0.485,0.561,23,18,13376,7370,6006,30,19,50,92,32.6%,316.3,174.3,142.0,0.71,0.45,1.18,2.18,326.2,179.8,146.5,0.73,0.46,1.22,2.24,101,105,2.39,2.48,2.46,2.56
,,,Whymer,Challenger,Arctic Foxes,Polar Vortex,Lunar,41.0,712,51,0.278,0.235,12,39,15545,7690,7855,26,22,59,104,25.0%,316.0,156.3,159.7,0.53,0.45,1.20,2.11,304.8,150.8,154.0,0.51,0.43,1.16,2.04,84,154,1.71,3.13,1.65,3.02
,,,Youreviltwin,Challenger,"Delay
New World Order","Rock FX
Rocket Association Wrestling",Lunar,40.7,195,16,0.575,0.500,8,8,4019,2000,2019,8,10,9,25,32.0%,298.3,148.4,149.8,0.59,0.74,0.67,1.86,251.2,125.0,126.2,0.50,0.63,0.56,1.56,34,28,2.52,2.08,2.13,1.75
,,,Derrrrrrrrp,Challenger,Squalls,Storm,Solar,40.0,697,47,0.590,0.596,28,19,14461,8940,5521,39,32,50,94,41.5%,300.3,185.6,114.6,0.81,0.66,1.04,1.95,307.7,190.2,117.5,0.83,0.68,1.06,2.00,138,110,2.87,2.28,2.94,2.34
,,,Xxdarksidexx,Challenger,New World Order,Rocket Association Wrestling,Lunar,39.8,513,36,0.510,0.500,18,18,11025,5730,5295,23,14,38,83,27.7%,311.0,161.6,149.4,0.65,0.39,1.07,2.34,306.3,159.2,147.1,0.64,0.39,1.06,2.31,75,73,2.12,2.06,2.08,2.03
,,,Merioch,Challenger,Botchlings,The Bestiary,Lunar,39.6,363,25,0.427,0.360,9,16,8370,4670,3700,21,6,35,52,40.4%,333.7,186.2,147.5,0.84,0.24,1.40,2.07,334.8,186.8,148.0,0.84,0.24,1.40,2.08,53,64,2.11,2.55,2.12,2.56
,,,Tryhard Goblin,Challenger,Shock,Electric Mayhem,Lunar,39.4,599,43,0.432,0.349,15,28,12849,6680,6169,26,19,45,88,29.5%,310.4,161.4,149.0,0.63,0.46,1.09,2.13,298.8,155.3,143.5,0.60,0.44,1.05,2.05,81,97,1.96,2.34,1.88,2.26
,,,Chugg,Challenger,Threshers,Shark Attack,Lunar,38.9,225,16,0.500,0.625,10,6,4934,2890,2044,14,4,18,39,35.9%,317.4,185.9,131.5,0.90,0.26,1.16,2.51,308.4,180.6,127.8,0.88,0.25,1.13,2.44,37,37,2.38,2.38,2.31,2.31
,,,Sadmello,Challenger,Nebulae,The Cosmos,Solar,38.6,379,25,0.358,0.280,7,18,8505,4350,4155,21,8,26,55,38.2%,324.8,166.1,158.7,0.80,0.31,0.99,2.10,340.2,174.0,166.2,0.84,0.32,1.04,2.20,51,74,1.95,2.83,2.04,2.96
,,,Darkenedlink,Challenger,"Destroyah
Nebulae","Kaiju
The Cosmos",Solar,38.1,644,45,0.355,0.333,15,30,13944,7880,6064,31,19,59,88,35.2%,313.4,177.1,136.3,0.70,0.43,1.33,1.98,309.9,175.1,134.8,0.69,0.42,1.31,1.96,93,135,2.09,3.03,2.07,3.00
,,,Bigboy,Challenger,Guardians of the Galaxy,The Comic Crusaders,Lunar,38.0,839,57,0.519,0.561,32,25,17333,9800,7533,46,23,51,150,30.7%,299.0,169.0,129.9,0.79,0.40,0.88,2.59,304.1,171.9,132.2,0.81,0.40,0.89,2.63,147,140,2.54,2.41,2.58,2.46
,,,Zcgentry,Challenger,Botchlings,The Bestiary,Lunar,37.7,692,50,0.497,0.480,24,26,14950,9000,5950,39,17,64,105,37.1%,312.7,188.2,124.4,0.82,0.36,1.34,2.20,299.0,180.0,119.0,0.78,0.34,1.28,2.10,117,118,2.45,2.47,2.34,2.36
,,,Schwiftyjv,Challenger,"Nebulae
Squalls","The Cosmos
Storm",Solar,37.7,678,48,0.403,0.500,24,24,14567,8240,6327,32,20,62,94,34.0%,310.9,175.9,135.1,0.68,0.43,1.32,2.01,303.5,171.7,131.8,0.67,0.42,1.29,1.96,98,126,2.09,2.69,2.04,2.63
,,,N00Bpr0N,Challenger,Limbo,Inferno,Solar,37.7,346,25,0.641,0.760,19,6,6755,4100,2655,13,20,28,40,32.5%,282.5,171.5,111.1,0.54,0.84,1.17,1.67,270.2,164.0,106.2,0.52,0.80,1.12,1.60,68,47,2.84,1.97,2.72,1.88
,,,Moldypbj,Challenger,"Visible Light
Steel","The Wavelengths
Metal",Solar,37.2,793,56,0.482,0.446,25,31,16897,9490,7407,35,24,74,109,32.1%,308.4,173.2,135.2,0.64,0.44,1.35,1.99,301.7,169.5,132.3,0.63,0.43,1.32,1.95,128,134,2.34,2.45,2.29,2.39
,,,Clockwork7678,Challenger,Metal,The Elements,Solar,37.2,693,45,0.421,0.400,18,27,14133,7980,6153,33,19,50,123,26.8%,295.1,166.6,128.5,0.69,0.40,1.04,2.57,314.1,177.3,136.7,0.73,0.42,1.11,2.73,95,117,1.98,2.44,2.11,2.60
,,,Ofodo,Challenger,Smooth Mint,Minty Fresh,Solar,36.4,697,45,0.558,0.578,26,19,14608,7850,6758,34,15,50,120,28.3%,303.3,163.0,140.3,0.71,0.31,1.04,2.49,324.6,174.4,150.2,0.76,0.33,1.11,2.67,104,89,2.16,1.85,2.31,1.98
,,,Nukem,Challenger,Chia Pets,As Seen on TV!,Solar,36.4,574,41,0.337,0.366,15,26,10733,5810,4923,13,36,41,66,19.7%,270.6,146.5,124.1,0.33,0.91,1.03,1.66,261.8,141.7,120.1,0.32,0.88,1.00,1.61,82,125,2.07,3.15,2.00,3.05
,,,Stormz.,Challenger,Baba Yaga,The Forest,Lunar,36.2,389,28,0.467,0.536,15,13,7955,3760,4195,15,14,20,56,26.8%,296.0,139.9,156.1,0.56,0.52,0.74,2.08,284.1,134.3,149.8,0.54,0.50,0.71,2.00,56,61,2.08,2.27,2.00,2.18
,,,Kimii,Challenger,Aries,The N Ξ X U S,Solar,35.3,660,46,0.346,0.304,14,32,13769,6940,6829,25,19,51,94,26.6%,301.9,152.2,149.7,0.55,0.42,1.12,2.06,299.3,150.9,148.5,0.54,0.41,1.11,2.04,82,124,1.80,2.72,1.78,2.70
,,,Ab26Panther,Challenger,"Killer Bees
Shock","The Swarm
Electric Mayhem",Solar,35.3,125,8,0.519,0.500,4,4,2644,1560,1084,7,4,10,16,43.8%,306.1,180.6,125.5,0.81,0.46,1.16,1.85,330.5,195.0,135.5,0.88,0.50,1.25,2.00,21,20,2.43,2.32,2.63,2.50
,,,Lordhadron,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Solar,35.0,819,54,0.436,0.389,21,33,16940,8700,8240,28,28,69,105,26.7%,299.3,153.7,145.6,0.49,0.49,1.22,1.86,313.7,161.1,152.6,0.52,0.52,1.28,1.94,123,145,2.17,2.56,2.28,2.69
,,,Raymondpart1,Challenger,Baba Yaga,The Forest,Lunar,35.0,626,45,0.406,0.444,20,25,12938,7080,5858,29,18,47,93,31.2%,299.1,163.7,135.4,0.67,0.42,1.09,2.15,287.5,157.3,130.2,0.64,0.40,1.04,2.07,86,110,1.99,2.54,1.91,2.44
,,,Lunchbox_88X,Challenger,Kraits,The Serpents,Lunar,35.0,80,5,0.302,0.200,1,4,1674,840,834,3,3,6,9,33.3%,302.8,152.0,150.9,0.54,0.54,1.09,1.63,334.8,168.0,166.8,0.60,0.60,1.20,1.80,10,17,1.81,3.08,2.00,3.40
,,,Mimzy Dangerous,Challenger,Narwhals,Sub Zero,Solar,34.5,417,31,0.633,0.677,21,10,8629,4980,3649,22,13,31,58,37.9%,299.5,172.8,126.6,0.76,0.45,1.08,2.01,278.4,160.6,117.7,0.71,0.42,1.00,1.87,82,58,2.85,2.01,2.65,1.87
,,,Blu3Prints,Challenger,Arctic Foxes,Polar Vortex,Lunar,34.4,35,3,0.219,0.333,1,2,687,360,327,1,1,3,6,16.7%,284.1,148.9,135.2,0.41,0.41,1.24,2.48,229.0,120.0,109.0,0.33,0.33,1.00,2.00,3,7,1.24,2.89,1.00,2.33
,,,Polarpandah,Challenger,Kraits,The Serpents,Lunar,34.1,633,43,0.345,0.279,12,31,13141,6970,6171,23,21,57,77,29.9%,300.4,159.4,141.1,0.53,0.48,1.30,1.76,305.6,162.1,143.5,0.53,0.49,1.33,1.79,80,121,1.83,2.77,1.86,2.81
,,,Shiftdrink,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Solar,31.9,353,24,0.355,0.292,7,17,7134,3870,3264,14,9,30,52,26.9%,292.5,158.7,133.8,0.57,0.37,1.23,2.13,297.3,161.3,136.0,0.58,0.38,1.25,2.17,51,74,2.09,3.03,2.13,3.08
,,,Treefrog,Challenger,Toucans,The Jungle,Solar,31.4,488,33,0.457,0.485,16,17,9538,5140,4398,23,19,25,64,35.9%,282.9,152.4,130.4,0.68,0.56,0.74,1.90,289.0,155.8,133.3,0.70,0.58,0.76,1.94,77,86,2.28,2.55,2.33,2.61
,,,Crybound,Challenger,Guardians of the Galaxy,The Comic Crusaders,Lunar,31.3,282,18,0.401,0.389,7,11,5702,3200,2502,16,8,16,40,40.0%,292.6,164.2,128.4,0.82,0.41,0.82,2.05,316.8,177.8,139.0,0.89,0.44,0.89,2.22,41,53,2.10,2.72,2.28,2.94
,,,Dis.Ease,Challenger,Destroyah,Kaiju,Solar,31.1,686,47,0.441,0.489,23,24,14005,7820,6185,26,24,66,72,36.1%,295.5,165.0,130.5,0.55,0.51,1.39,1.52,298.0,166.4,131.6,0.55,0.51,1.40,1.53,104,121,2.19,2.55,2.21,2.57
,,,Rob,Challenger,"Spartans
Breadsticks","The Sovereign
Fifty-Fifty Pizzeria",Solar,30.6,333,23,0.484,0.391,9,14,7327,4160,3167,20,6,30,36,55.6%,318.4,180.8,137.6,0.87,0.26,1.30,1.56,318.6,180.9,137.7,0.87,0.26,1.30,1.57,47,49,2.04,2.13,2.04,2.13
,,,Thecricket,Challenger,"Visible Light
Nebulae","The Wavelengths
The Cosmos",Solar,30.4,710,47,0.377,0.319,15,32,13845,7880,5965,30,27,53,88,34.1%,282.2,160.6,121.6,0.61,0.55,1.08,1.79,294.6,167.7,126.9,0.64,0.57,1.13,1.87,98,135,2.00,2.75,2.09,2.87
,,,Drivingwebster,Challenger,Baba Yaga,The Forest,Lunar,30.3,124,10,0.163,0.100,1,9,2753,1380,1373,5,0,14,18,27.8%,321.3,161.1,160.2,0.58,0.00,1.63,2.10,275.3,138.0,137.3,0.50,0.00,1.40,1.80,11,31,1.28,3.62,1.10,3.10
,,,Vickyviksta,Challenger,Shock,Electric Mayhem,Lunar,29.8,640,44,0.447,0.409,18,26,12566,6580,5986,21,17,54,93,22.6%,284.2,148.8,135.4,0.47,0.38,1.22,2.10,285.6,149.5,136.0,0.48,0.39,1.23,2.11,86,99,1.94,2.24,1.95,2.25
,,,Hisdudeness3,Challenger,New World Order,Rocket Association Wrestling,Lunar,28.7,588,40,0.460,0.450,18,22,11376,6120,5256,21,19,46,77,27.3%,280.0,150.6,129.4,0.52,0.47,1.13,1.90,284.4,153.0,131.4,0.53,0.48,1.15,1.93,79,88,1.94,2.17,1.98,2.20
,,,Justin Beebear,Challenger,Isopods,The Abyss,Lunar,28.7,201,14,0.400,0.357,5,9,4039,2350,1689,11,4,15,30,36.7%,290.8,169.2,121.6,0.79,0.29,1.08,2.16,288.5,167.9,120.6,0.79,0.29,1.07,2.14,31,40,2.23,2.88,2.21,2.86
,,,Totoro,Challenger,Chia Pets,As Seen on TV!,Solar,28.5,748,53,0.375,0.415,22,31,15086,7900,7186,32,17,57,100,32.0%,291.9,152.8,139.0,0.62,0.33,1.10,1.93,284.6,149.1,135.6,0.60,0.32,1.08,1.89,107,148,2.07,2.86,2.02,2.79
,,,Coop,Challenger,"Toucans
Destroyah","The Jungle
Kaiju",Solar,27.7,651,45,0.475,0.467,21,24,12390,6500,5890,21,25,48,75,28.0%,275.4,144.5,130.9,0.47,0.56,1.07,1.67,275.3,144.4,130.9,0.47,0.56,1.07,1.67,104,111,2.31,2.47,2.31,2.47
,,,Musah,Challenger,Arctic Foxes,Polar Vortex,Lunar,27.6,392,28,0.272,0.214,6,22,7662,4140,3522,18,7,27,64,28.1%,282.9,152.8,130.0,0.66,0.26,1.00,2.36,273.6,147.9,125.8,0.64,0.25,0.96,2.29,46,86,1.70,3.18,1.64,3.07
,,,Grovelove,Challenger,Killer Bees,The Swarm,Solar,27.5,685,47,0.592,0.596,28,19,12550,6830,5720,30,21,33,113,26.5%,265.1,144.3,120.8,0.63,0.44,0.70,2.39,267.0,145.3,121.7,0.64,0.45,0.70,2.40,115,90,2.43,1.90,2.45,1.91
,,,Cubsfan082016,Challenger,Isopods,The Abyss,Lunar,26.1,597,44,0.455,0.432,19,25,11807,6250,5557,16,16,64,65,24.6%,286.2,151.5,134.7,0.39,0.39,1.55,1.58,268.3,142.0,126.3,0.36,0.36,1.45,1.48,90,101,2.18,2.45,2.05,2.30
,,,Itsjustcrimm,Challenger,Destroyah,Kaiju,Solar,26.0,62,4,0.317,0.000,0,4,1194,620,574,2,2,5,7,28.6%,278.7,144.7,134.0,0.47,0.47,1.17,1.63,298.5,155.0,143.5,0.50,0.50,1.25,1.75,8,13,1.87,3.03,2.00,3.25
,,,Pant,Challenger,Nebulae,The Cosmos,Solar,25.9,379,26,0.487,0.615,16,10,7517,4000,3517,16,6,31,55,29.1%,287.0,152.7,134.3,0.61,0.23,1.18,2.10,289.1,153.8,135.3,0.62,0.23,1.19,2.12,57,59,2.18,2.25,2.19,2.27
,,,Crypt1Cgames,Challenger,"Schnauzers
Visible Light","Puppy Paradise
The Wavelengths",Solar,25.7,393,27,0.366,0.444,12,15,7452,4000,3452,13,10,33,55,23.6%,274.4,147.3,127.1,0.48,0.37,1.22,2.03,276.0,148.1,127.9,0.48,0.37,1.22,2.04,45,65,1.66,2.39,1.67,2.41
,,,Xmicrowavechefx,Challenger,"Guardians of the Galaxy
Arctic Foxes","The Comic Crusaders
Polar Vortex",Lunar,25.4,767,53,0.238,0.208,11,42,14179,7850,6329,27,24,58,105,25.7%,267.5,148.1,119.4,0.51,0.45,1.09,1.98,267.5,148.1,119.4,0.51,0.45,1.09,1.98,82,172,1.55,3.25,1.55,3.25
,,,Zignian,Challenger,Killer Bees,The Swarm,Solar,25.3,186,13,0.406,0.385,5,8,3633,2150,1483,9,4,16,25,36.0%,282.7,167.3,115.4,0.70,0.31,1.24,1.95,279.5,165.4,114.1,0.69,0.31,1.23,1.92,30,38,2.33,2.96,2.31,2.92
,,,Moist_Games,Challenger,"Narwhals
Arctic Foxes
Destroyah","Sub Zero
Polar Vortex
Kaiju",Solar,24.0,510,36,0.490,0.472,17,19,9547,4880,4667,14,20,40,48,29.2%,270.9,138.5,132.4,0.40,0.57,1.14,1.36,265.2,135.6,129.6,0.39,0.56,1.11,1.33,79,81,2.24,2.30,2.19,2.25
,,,Dadmayer,Challenger,Aries,The N Ξ X U S,Solar,23.9,216,16,0.432,0.438,7,9,4067,1940,2127,6,7,15,24,25.0%,272.5,130.0,142.5,0.40,0.47,1.01,1.61,254.2,121.3,132.9,0.38,0.44,0.94,1.50,31,37,2.08,2.48,1.94,2.31
,,,Blindvisionary,Challenger,Metal,The Elements,Solar,23.1,801,53,0.413,0.415,22,31,14896,7920,6976,29,26,56,92,31.5%,269.1,143.1,126.0,0.52,0.47,1.01,1.66,281.1,149.4,131.6,0.55,0.49,1.06,1.74,108,136,1.95,2.46,2.04,2.57
,,,Parker On 3 Legs,Challenger,Metal,The Elements,Solar,22.8,24,2,0.195,0.000,0,2,570,260,310,1,0,3,1,100.0%,343.7,156.8,186.9,0.60,0.00,1.81,0.60,285.0,130.0,155.0,0.50,0.00,1.50,0.50,3,7,1.81,4.22,1.50,3.50
,,,Chromium_Fire,Challenger,"Metal
Schnauzers","The Elements
Puppy Paradise",Lunar,22.4,351,26,0.354,0.308,8,18,6874,3350,3524,8,8,36,35,22.9%,283.4,138.1,145.3,0.33,0.33,1.48,1.44,264.4,128.8,135.5,0.31,0.31,1.38,1.35,47,69,1.94,2.84,1.81,2.65
